a,b,c,d,e,f,g,h,i,j,k,l
1.920735,-0.061016,0.836819,0.026257,-0.015936,1.001036,0.014384,0.012258,0.999821,0,2019/1/23 10:02,2019/1/23 10:02
1.906252,-0.444645,0.815709,-0.025304,-0.02845,0.927312,0.014583,0.012796,0.999812,0,2019/1/23 10:02,2019/1/23 10:02
1.524935,0.052213,0.745717,-0.009264,-0.022151,0.99136,0.014619,0.013214,0.999806,0,2019/1/23 10:02,2019/1/23 10:02
1.329963,-0.097811,0.620048,0.031256,0.004045,1.038782,0.014712,0.013577,0.9998,0,2019/1/23 10:02,2019/1/23 10:02
1.258793,-0.028358,0.508662,-0.003578,-0.003211,0.950436,0.014765,0.013912,0.999794,0,2019/1/23 10:02,2019/1/23 10:02
1.41787,0.416537,0.682698,0.007167,0.019339,1.002942,0.014702,0.014302,0.99979,0,2019/1/23 10:02,2019/1/23 10:02
1.582495,-0.031908,0.616393,0.013685,0.023209,1.02496,0.014764,0.014737,0.999782,0,2019/1/23 10:02,2019/1/23 10:02
1.491531,-0.611727,0.763384,-0.002518,-0.008111,1.004004,0.015014,0.015149,0.999772,0,2019/1/23 10:02,2019/1/23 10:02
1.143146,0.218463,0.766149,-0.000345,-0.031269,0.941749,0.014992,0.015446,0.999768,0,2019/1/23 10:02,2019/1/23 10:02
1.109511,0.672524,0.762619,0.002316,0.026958,0.947598,0.014852,0.015742,0.999766,0,2019/1/23 10:02,2019/1/23 10:02
0.72678,0.49157,0.639277,0.010268,-0.000881,0.966695,0.014728,0.015904,0.999765,0,2019/1/23 10:02,2019/1/23 10:02
1.301577,0.490476,0.517735,0.015809,0.023191,1.060786,0.014642,0.01626,0.999761,0,2019/1/23 10:02,2019/1/23 10:02
1.623374,-0.149735,0.476969,-0.008517,0.017242,1.057709,0.014738,0.016707,0.999752,0,2019/1/23 10:02,2019/1/23 10:02
1.333204,0.096799,0.424166,-0.001695,0.012831,1.00105,0.014772,0.017073,0.999745,0,2019/1/23 10:02,2019/1/23 10:02
1.565431,0.082521,0.482927,0.019873,0.011805,1.036393,0.014796,0.017502,0.999737,0,2019/1/23 10:02,2019/1/23 10:02
0.988389,-0.092862,0.487884,0.016708,-0.010795,0.99881,0.014887,0.017762,0.999731,0,2019/1/23 10:02,2019/1/23 10:02
0.828554,0.635425,0.496938,-0.00077,-0.00329,0.997908,0.014721,0.017956,0.99973,0,2019/1/23 10:02,2019/1/23 10:02
0.740008,0.143688,0.479953,-0.004523,0.018954,1.050148,0.01474,0.018141,0.999727,0,2019/1/23 10:02,2019/1/23 10:02
0.680578,0.689708,0.448229,-0.000753,0.010538,0.981568,0.014546,0.018285,0.999727,0,2019/1/23 10:02,2019/1/23 10:02
0.445683,0.862788,0.418804,0.015266,0.00671,0.974891,0.014347,0.018381,0.999728,0,2019/1/23 10:02,2019/1/23 10:02
0.45888,1.012528,0.441228,0.012484,0.012906,1.026284,0.014066,0.018463,0.999731,0,2019/1/23 10:02,2019/1/23 10:02
0.446086,1.738215,0.458487,0.010517,0.013149,1.008316,0.013602,0.018559,0.999735,0,2019/1/23 10:02,2019/1/23 10:02
0.37374,1.63441,0.461793,0.003963,0.016623,0.980928,0.013154,0.018626,0.99974,0,2019/1/23 10:02,2019/1/23 10:02
0.217481,1.711907,0.632809,0.012788,0.013331,1.036727,0.012698,0.018652,0.999745,0,2019/1/23 10:02,2019/1/23 10:02
0.225479,1.341596,0.6268,-0.002575,0.012048,1.006451,0.012335,0.01867,0.99975,0,2019/1/23 10:02,2019/1/23 10:02
0.217443,0.953786,0.599932,0.016526,0.026414,1.029493,0.012109,0.018697,0.999752,0,2019/1/23 10:02,2019/1/23 10:02
0.286104,0.564301,0.659472,0.014814,0.006494,1.080901,0.011938,0.018711,0.999754,0,2019/1/23 10:02,2019/1/23 10:02
0.067893,0.739134,0.624883,0.004034,-0.000905,1.002473,0.011777,0.018692,0.999756,0,2019/1/23 10:02,2019/1/23 10:02
-0.272219,0.957224,0.5552,0.001796,0.005919,1.020848,0.011515,0.018551,0.999762,0,2019/1/23 10:02,2019/1/23 10:02
-0.604532,0.519419,0.443503,0.008739,0.018099,1.045675,0.01142,0.018329,0.999767,0,2019/1/23 10:02,2019/1/23 10:02
-0.708734,-0.124118,0.513778,0.009253,0.026032,1.034038,0.011486,0.018057,0.999771,0,2019/1/23 10:02,2019/1/23 10:02
-0.787305,0.47907,0.576275,-0.006036,0.008103,0.945076,0.011404,0.017778,0.999777,0,2019/1/23 10:02,2019/1/23 10:02
-0.531306,0.919412,0.585494,0.016967,0.026679,0.987074,0.01116,0.017563,0.999783,0,2019/1/23 10:02,2019/1/23 10:02
-0.315042,0.38227,0.647315,0.029724,0.020042,1.010128,0.011107,0.017427,0.999786,0,2019/1/23 10:02,2019/1/23 10:02
0.012692,0.154676,0.664985,0.005744,0.007748,1.021029,0.011038,0.017346,0.999789,0,2019/1/23 10:02,2019/1/23 10:02
-0.217944,0.212947,0.739922,-0.005613,-0.013553,0.998711,0.011038,0.01724,0.99979,0,2019/1/23 10:02,2019/1/23 10:02
-0.364622,0.211375,0.646372,0.010238,0.012857,0.997946,0.01098,0.017059,0.999794,0,2019/1/23 10:02,2019/1/23 10:02
-0.20039,0.018009,0.670481,0.001474,0.012081,0.977646,0.011037,0.016958,0.999795,0,2019/1/23 10:02,2019/1/23 10:02
-0.191248,0.105191,0.659876,0.009744,0.00984,0.982004,0.010999,0.016822,0.999798,0,2019/1/23 10:02,2019/1/23 10:02
-0.064085,0.173585,0.781894,0.015446,0.010823,1.023645,0.01101,0.016762,0.999799,0,2019/1/23 10:02,2019/1/23 10:02
-0.24278,0.554157,0.840459,0.015421,0.007001,1.023552,0.010869,0.016627,0.999803,0,2019/1/23 10:02,2019/1/23 10:02
-0.712053,0.685465,0.944912,0.021868,-0.000103,1.043331,0.010725,0.01637,0.999808,0,2019/1/23 10:02,2019/1/23 10:02
-1.084184,0.358017,0.931711,0.003814,0.009933,1.058166,0.010667,0.015992,0.999815,0,2019/1/23 10:02,2019/1/23 10:02
-1.281657,0.369748,0.976333,-0.008321,-0.008557,0.981904,0.010619,0.015562,0.999822,0,2019/1/23 10:02,2019/1/23 10:02
-1.337934,0.223922,0.90145,0.006017,0.014684,1.014084,0.010604,0.015109,0.99983,0,2019/1/23 10:02,2019/1/23 10:02
-1.058085,0.090946,0.811675,0.013448,-0.002403,1.008029,0.010639,0.014747,0.999835,0,2019/1/23 10:02,2019/1/23 10:02
-0.91802,0.91247,0.838198,0.014444,0.001878,0.957781,0.010411,0.014419,0.999842,0,2019/1/23 10:02,2019/1/23 10:02
-0.679472,1.164952,1.004593,0.009614,-0.004987,0.953226,0.010122,0.014172,0.999848,0,2019/1/23 10:02,2019/1/23 10:02
-0.846774,1.219429,1.099282,0.003591,-0.002527,1.006451,0.009806,0.013867,0.999856,0,2019/1/23 10:02,2019/1/23 10:02
-0.544575,1.41447,1.124391,0.021601,0.004789,1.018172,0.00944,0.01366,0.999862,0,2019/1/23 10:02,2019/1/23 10:02
-0.378906,0.659716,1.132324,0.002424,-0.00848,1.01431,0.009284,0.013491,0.999866,0,2019/1/23 10:02,2019/1/23 10:02
-0.502984,1.166377,1.08523,0.003049,-0.010698,1.009325,0.008994,0.013297,0.999871,0,2019/1/23 10:02,2019/1/23 10:02
-0.70611,0.658463,1.063703,0.00725,-0.010912,1.020187,0.00884,0.01303,0.999876,0,2019/1/23 10:02,2019/1/23 10:02
-0.889282,0.296017,0.984621,0.01796,-0.009012,1.066629,0.008814,0.012719,0.99988,0,2019/1/23 10:02,2019/1/23 10:02
-0.932011,0.361304,0.999511,0.004211,-0.01111,0.993533,0.008751,0.012383,0.999885,0,2019/1/23 10:02,2019/1/23 10:02
-0.907052,0.265372,1.057829,0.002719,-0.001867,0.949327,0.008734,0.012067,0.999889,0,2019/1/23 10:02,2019/1/23 10:02
-0.722723,-0.446652,1.201873,0.009611,-0.001673,1.003839,0.00892,0.011796,0.999891,0,2019/1/23 10:02,2019/1/23 10:02
-0.544095,-0.620981,1.206602,0.005887,-0.007433,0.965755,0.009172,0.01159,0.999891,0,2019/1/23 10:02,2019/1/23 10:02
-0.1511,-0.677524,1.262237,0.024839,-0.002634,0.987752,0.009427,0.011491,0.99989,0,2019/1/23 10:02,2019/1/23 10:02
-0.120708,-0.470182,1.255559,-0.004132,-0.02466,0.977494,0.009633,0.011413,0.999888,0,2019/1/23 10:02,2019/1/23 10:02
-0.27309,-0.766713,1.204275,0.006318,-0.015015,0.986234,0.009916,0.011276,0.999887,0,2019/1/23 10:02,2019/1/23 10:02
0.014544,-0.524227,1.13838,0.007355,-0.008356,0.999264,0.010137,0.011239,0.999885,0,2019/1/23 10:02,2019/1/23 10:02
0.146094,-0.886569,1.086619,0.00067,-0.021992,0.973065,0.010455,0.011229,0.999882,0,2019/1/23 10:02,2019/1/23 10:02
0.387907,-0.673255,1.183089,0.013187,-0.010733,1.010138,0.010722,0.011304,0.999879,0,2019/1/23 10:02,2019/1/23 10:02
0.321103,-0.491836,1.273817,0.011358,-0.010227,0.988477,0.010918,0.011344,0.999876,0,2019/1/23 10:02,2019/1/23 10:02
0.184581,-0.250562,1.303157,0.011942,-0.010454,1.008834,0.011057,0.011357,0.999874,0,2019/1/23 10:02,2019/1/23 10:02
0.414875,-0.031963,1.266567,0.013604,-0.023011,0.996563,0.011109,0.01142,0.999873,0,2019/1/23 10:02,2019/1/23 10:02
0.73581,0.036221,1.212156,0.010615,-0.012726,0.96015,0.01116,0.011601,0.99987,0,2019/1/23 10:02,2019/1/23 10:02
1.017215,0.144495,1.259942,-0.008988,-0.00563,0.973639,0.011165,0.011852,0.999867,0,2019/1/23 10:02,2019/1/23 10:02
1.106618,0.595634,1.216274,0.028031,-0.03226,0.955453,0.011047,0.012145,0.999865,0,2019/1/23 10:02,2019/1/23 10:02
1.064069,0.425133,1.101367,-0.008356,-0.01227,0.965631,0.010964,0.012409,0.999863,0,2019/1/23 10:02,2019/1/23 10:02
0.826838,0.692395,1.189044,0.0248,-0.015401,0.992931,0.010817,0.012617,0.999862,0,2019/1/23 10:02,2019/1/23 10:02
1.049538,0.610596,1.165039,0.014611,-0.001562,1.00161,0.01068,0.012877,0.99986,0,2019/1/23 10:02,2019/1/23 10:02
1.038008,0.245968,1.18756,0.016954,-0.009255,0.982247,0.010668,0.013149,0.999857,0,2019/1/23 10:02,2019/1/23 10:02
0.938121,0.621309,1.123837,0.026619,-0.017987,1.038598,0.010527,0.013372,0.999855,0,2019/1/23 10:02,2019/1/23 10:02
0.969113,0.24248,1.107296,0.040057,-0.008747,1.015041,0.010515,0.013624,0.999852,0,2019/1/23 10:02,2019/1/23 10:02
0.719743,-0.291989,0.995336,0.02925,-0.016159,1.045886,0.010645,0.013773,0.999848,0,2019/1/23 10:02,2019/1/23 10:02
0.643202,-0.224814,0.907149,0.021308,-0.008447,1.043148,0.010775,0.013926,0.999845,0,2019/1/23 10:02,2019/1/23 10:02
0.763169,-0.338443,0.704837,0.029198,0.012093,1.01695,0.01091,0.014079,0.999841,0,2019/1/23 10:02,2019/1/23 10:02
0.983139,-0.487611,0.636172,-0.004418,-0.013593,0.940652,0.011119,0.014336,0.999835,0,2019/1/23 10:02,2019/1/23 10:02
0.955247,0.091043,0.486691,-0.053115,0.026977,1.040559,0.011112,0.014538,0.999833,0,2019/1/23 10:02,2019/1/23 10:02
1.07642,0.454335,0.583187,-0.073281,-0.011528,0.93607,0.011034,0.014823,0.999829,0,2019/1/23 10:02,2019/1/23 10:02
1.254488,2.040386,0.557284,0.01522,-0.016153,0.953445,0.01047,0.015156,0.99983,0,2019/1/23 10:02,2019/1/23 10:02
1.332913,0.645448,0.567938,0.014507,0.022278,1.031971,0.010335,0.015519,0.999826,0,2019/1/23 10:02,2019/1/23 10:02
0.935842,0.878906,0.561679,-0.060328,-0.000731,0.971947,0.0101,0.01573,0.999825,0,2019/1/23 10:02,2019/1/23 10:02
0.719172,0.813322,0.464051,-0.084698,-0.006856,1.035368,0.009913,0.015908,0.999824,0,2019/1/23 10:02,2019/1/23 10:02
0.263138,1.287322,0.460974,0.014715,0.022267,1.090011,0.009552,0.015914,0.999828,0,2019/1/23 10:02,2019/1/23 10:02
0.149797,0.594823,0.432242,0.003216,0.003532,0.954514,0.009431,0.015919,0.999829,0,2019/1/23 10:02,2019/1/23 10:02
-0.125354,0.090714,0.481268,-0.009043,0.026469,1.044414,0.0093,0.015671,0.999834,0,2019/1/23 10:02,2019/1/23 10:02
-0.016817,-0.191708,0.701874,-0.017976,0.017907,1.030426,0.009419,0.015625,0.999834,0,2019/1/23 10:02,2019/1/23 10:02
0.069988,-0.521019,0.845658,0.001525,0.017093,0.997379,0.009603,0.015568,0.999833,0,2019/1/23 10:02,2019/1/23 10:02
0.260168,-1.429443,0.930572,0.026867,0.020844,0.991826,0.010099,0.015605,0.999827,0,2019/1/23 10:02,2019/1/23 10:02
-0.225745,-1.764154,1.033282,-0.023928,-0.009657,0.957078,0.010691,0.015486,0.999823,0,2019/1/23 10:02,2019/1/23 10:02
-0.183744,-0.971673,0.972896,-0.002175,0.004418,0.979567,0.011048,0.015388,0.999821,0,2019/1/23 10:02,2019/1/23 10:02
0.209273,-0.091056,0.939178,0.009678,0.009881,0.9285,0.011089,0.01536,0.999821,0,2019/1/23 10:02,2019/1/23 10:02
0.031839,-0.105296,0.893464,0.009907,-0.009408,0.977848,0.011183,0.015327,0.99982,0,2019/1/23 10:02,2019/1/23 10:02
0.072222,0.555615,0.89356,0.001542,0.014797,0.990785,0.011025,0.015254,0.999823,0,2019/1/23 10:02,2019/1/23 10:02
-0.126522,0.369839,0.959473,0.002308,-9.80E-05,1.0201,0.010975,0.015173,0.999825,0,2019/1/23 10:02,2019/1/23 10:02
-0.309179,0.635679,1.031039,0.005645,-0.003774,0.980703,0.010813,0.015004,0.999829,0,2019/1/23 10:02,2019/1/23 10:02
-0.20002,-0.11671,0.963633,0.012778,0.003036,1.00088,0.01091,0.0149,0.999829,0,2019/1/23 10:02,2019/1/23 10:02
-0.480626,-1.098493,0.992365,0.007936,0.000592,1.02108,0.011293,0.014697,0.999828,0,2019/1/23 10:02,2019/1/23 10:02
-0.398136,-0.224949,0.895327,0.006639,-0.011684,0.990585,0.011422,0.014533,0.999829,0,2019/1/23 10:02,2019/1/23 10:02
0.022716,-0.067416,0.839875,0.020466,0.000908,1.043479,0.011443,0.014432,0.99983,0,2019/1/23 10:02,2019/1/23 10:02
-0.109363,0.200205,0.739062,-0.000776,-0.005992,0.980566,0.011443,0.014356,0.999831,0,2019/1/23 10:02,2019/1/23 10:02
-0.352895,0.133733,0.805304,0.003579,-0.008372,0.941857,0.01141,0.014148,0.999835,0,2019/1/23 10:02,2019/1/23 10:02
-0.152313,0.714886,0.850724,0.018509,0.012996,1.041583,0.011253,0.014059,0.999838,0,2019/1/23 10:02,2019/1/23 10:02
0.011424,1.042715,0.772878,0.020859,0.010494,0.950362,0.010965,0.013983,0.999842,0,2019/1/23 10:02,2019/1/23 10:02
0.046414,0.520237,0.739073,0.014144,0.008493,1.044386,0.010867,0.013954,0.999844,0,2019/1/23 10:02,2019/1/23 10:02
0.047143,0.552407,0.685861,0.020962,0.012822,1.078226,0.010682,0.013839,0.999847,0,2019/1/23 10:02,2019/1/23 10:02
-0.2427,-0.427907,0.650693,-0.005748,-0.014339,1.021259,0.010871,0.013723,0.999847,0,2019/1/23 10:02,2019/1/23 10:02
-0.315032,0.15492,0.501902,0.003595,-0.000909,0.945531,0.010779,0.013467,0.999851,0,2019/1/23 10:02,2019/1/23 10:02
-0.388391,-0.124111,0.498553,0.000735,0.006097,0.928105,0.010875,0.013307,0.999852,0,2019/1/23 10:02,2019/1/23 10:02
-0.776251,0.674336,0.441598,0.025273,-0.002798,0.928188,0.010697,0.012991,0.999858,0,2019/1/23 10:02,2019/1/23 10:02
-0.543243,0.917072,0.386249,0.018502,0.027075,1.024555,0.010477,0.012785,0.999863,0,2019/1/23 10:02,2019/1/23 10:02
-0.43956,0.721366,0.434592,0.01487,0.016365,1.05935,0.010263,0.012548,0.999869,0,2019/1/23 10:02,2019/1/23 10:02
-0.468823,0.37848,0.387334,0.012309,0.011663,1.064579,0.010206,0.012364,0.999871,0,2019/1/23 10:02,2019/1/23 10:02
-0.040747,0.262589,0.406855,-0.018874,0.010932,0.993013,0.009943,0.012038,0.999878,0,2019/1/23 10:02,2019/1/23 10:02
-0.417447,-0.475657,0.445033,0.034823,0.011006,1.088302,0.010146,0.01187,0.999878,0,2019/1/23 10:02,2019/1/23 10:02
-0.437028,-0.139783,0.293874,0.003996,-0.015032,0.968064,0.010172,0.011609,0.999881,0,2019/1/23 10:02,2019/1/23 10:02
-0.556095,-0.199909,0.329683,0.013752,0.029841,0.998548,0.010291,0.0114,0.999882,0,2019/1/23 10:02,2019/1/23 10:02
-0.696711,-0.328661,0.309238,-0.001344,0.022187,1.0129,0.010416,0.011108,0.999884,0,2019/1/23 10:02,2019/1/23 10:02
-0.433737,0.677031,0.485634,0.017027,0.014045,0.924203,0.010269,0.010935,0.999887,0,2019/1/23 10:02,2019/1/23 10:02
-0.064451,0.371472,0.506755,0.009945,0.017464,0.963311,0.010089,0.01073,0.999892,0,2019/1/23 10:02,2019/1/23 10:02
-0.015638,0.897888,0.557707,0.022282,0.01269,0.961646,0.009876,0.010684,0.999894,0,2019/1/23 10:02,2019/1/23 10:02
0.043943,0.76338,0.544235,-0.006611,0.0002,0.950778,0.009644,0.010588,0.999897,0,2019/1/23 10:02,2019/1/23 10:02
-0.429405,1.242496,0.560387,0.018118,-0.002988,1.074437,0.009326,0.010417,0.999902,0,2019/1/23 10:02,2019/1/23 10:02
-0.622513,0.948692,0.581758,0.015959,0.01706,1.022255,0.009076,0.01016,0.999907,0,2019/1/23 10:02,2019/1/23 10:02
-0.290883,0.62151,0.406893,0.002715,0.011508,1.020122,0.008946,0.010031,0.99991,0,2019/1/23 10:02,2019/1/23 10:02
-0.071939,0.510443,0.442763,0.006667,0.00135,1.019215,0.008737,0.009837,0.999913,0,2019/1/23 10:02,2019/1/23 10:02
-0.204971,-0.284285,0.422179,0.011125,0.009651,1.049345,0.008882,0.009734,0.999913,0,2019/1/23 10:02,2019/1/23 10:02
-0.114437,-0.659099,0.498288,0.018604,-0.010515,0.99466,0.009111,0.009621,0.999912,0,2019/1/23 10:02,2019/1/23 10:02
-0.105252,-0.321047,0.52449,0.001618,0.001891,0.951174,0.009268,0.009548,0.999911,0,2019/1/23 10:02,2019/1/23 10:02
0.193321,-0.783285,0.472392,0.02414,0.01484,0.992142,0.009539,0.009534,0.999909,0,2019/1/23 10:02,2019/1/23 10:02
0.281876,-0.273076,0.46158,-0.001937,-0.013006,0.986337,0.009681,0.009579,0.999907,0,2019/1/23 10:02,2019/1/23 10:02
0.389484,-0.099275,0.345253,0.002774,0.005183,0.967348,0.009645,0.009507,0.999908,0,2019/1/23 10:02,2019/1/23 10:02
0.34447,0.540219,0.260588,0.02346,0.003282,1.048039,0.009539,0.009571,0.999909,0,2019/1/23 10:02,2019/1/23 10:02
-0.10728,1.28933,0.224162,-0.002007,-0.006468,0.983596,0.009184,0.00947,0.999913,0,2019/1/23 10:02,2019/1/23 10:02
-0.29582,0.779162,0.308805,0.032397,0.008042,1.011466,0.009006,0.009339,0.999916,0,2019/1/23 10:02,2019/1/23 10:02
-0.158709,1.011069,0.34704,-0.001089,-0.001623,1.032758,0.008724,0.009206,0.99992,0,2019/1/23 10:02,2019/1/23 10:02
0.3767,1.434905,0.40789,-0.006586,0.037119,0.960955,0.008347,0.009279,0.999922,0,2019/1/23 10:02,2019/1/23 10:02
0.130987,0.307081,0.413357,0.024188,0.009154,1.082345,0.008123,0.009047,0.999926,0,2019/1/23 10:02,2019/1/23 10:02
0.308046,1.144514,0.355245,0.015536,-0.021193,1.018475,0.007834,0.0091,0.999928,0,2019/1/23 10:02,2019/1/23 10:02
0.141707,0.913187,0.301961,0.003637,0.017538,0.978759,0.00757,0.009044,0.99993,0,2019/1/23 10:02,2019/1/23 10:02
-0.190873,1.04673,0.173872,0.004913,-0.009175,0.987668,0.007311,0.008946,0.999933,0,2019/1/23 10:02,2019/1/23 10:02
-0.054851,0.824137,0.168849,-0.007778,0.022936,0.919382,0.007058,0.008813,0.999936,0,2019/1/23 10:02,2019/1/23 10:02
0.111098,0.306397,0.172582,0.028401,0.011251,0.999548,0.007023,0.008807,0.999937,0,2019/1/23 10:02,2019/1/23 10:02
0.515633,0.293659,0.271042,0.008067,0.014004,0.979975,0.006875,0.008775,0.999938,0,2019/1/23 10:02,2019/1/23 10:02
0.494956,-0.3435,0.328683,0.02042,0.015266,1.051186,0.007038,0.008885,0.999936,0,2019/1/23 10:02,2019/1/23 10:02
0.517735,-0.748985,0.416952,0.025057,-0.006789,1.061469,0.007307,0.008977,0.999933,0,2019/1/23 10:02,2019/1/23 10:02
0.92988,-0.577987,0.452355,-0.012884,0.014717,0.933198,0.007542,0.009219,0.999929,0,2019/1/23 10:02,2019/1/23 10:02
0.006179,-1.222978,0.435156,0.011848,-0.015092,1.045406,0.007964,0.009168,0.999926,0,2019/1/23 10:02,2019/1/23 10:02
0.338232,-0.131447,0.297669,0.025057,0.00796,0.982251,0.008063,0.00923,0.999925,0,2019/1/23 10:02,2019/1/23 10:02
0.125703,-1.258207,0.186934,-0.000409,0.016818,1.026165,0.008494,0.009215,0.999921,0,2019/1/23 10:02,2019/1/23 10:02
-0.171665,-0.686656,0.258029,0.014202,0.012478,1.071179,0.008762,0.009123,0.99992,0,2019/1/23 10:02,2019/1/23 10:02
0.080481,-0.274767,0.360677,0.003531,0.02074,0.93093,0.008833,0.009014,0.99992,0,2019/1/23 10:02,2019/1/23 10:02
-0.178401,0.135378,0.340183,0.016322,0.001963,0.990063,0.008851,0.00892,0.999921,0,2019/1/23 10:02,2019/1/23 10:02
-0.140703,0.55937,0.463948,0.017854,0.008944,0.92949,0.008683,0.008758,0.999924,0,2019/1/23 10:02,2019/1/23 10:02
0.053065,0.734692,0.489439,0.003234,0.016816,0.986862,0.008519,0.008733,0.999926,0,2019/1/23 10:02,2019/1/23 10:02
0.045794,1.435761,0.496422,-0.003786,-0.010334,0.971881,0.008132,0.008691,0.999929,0,2019/1/23 10:02,2019/1/23 10:02
0.186632,1.841517,0.389281,0.013321,0.014587,1.017592,0.007632,0.008707,0.999933,0,2019/1/23 10:02,2019/1/23 10:02
0.276591,1.560479,0.286307,0.008571,0.004286,1.011822,0.007208,0.008737,0.999936,0,2019/1/23 10:02,2019/1/23 10:02
0.090279,1.931285,0.250073,0.016954,0.006892,1.04139,0.006681,0.008724,0.99994,0,2019/1/23 10:02,2019/1/23 10:02
0.259364,1.054514,0.243819,0.000823,0.007016,1.012612,0.006393,0.008726,0.999942,0,2019/1/23 10:02,2019/1/23 10:02
0.503797,0.980978,0.303818,0.015764,0.014914,0.989472,0.006154,0.008839,0.999942,0,2019/1/23 10:02,2019/1/23 10:02
0.823119,0.181753,0.395762,0.015889,0.007526,1.010075,0.006125,0.009002,0.999941,0,2019/1/23 10:02,2019/1/23 10:02
0.97397,-0.234695,0.38205,0.013347,0.006116,1.057003,0.006255,0.009257,0.999938,0,2019/1/23 10:02,2019/1/23 10:02
0.804892,-0.110558,0.359679,0.00093,-0.017509,1.00103,0.006317,0.009417,0.999936,0,2019/1/23 10:02,2019/1/23 10:02
0.636674,-0.250375,0.290186,0.007424,0.006785,0.992374,0.006452,0.00957,0.999933,0,2019/1/23 10:02,2019/1/23 10:02
0.561043,-0.247167,0.261648,0.010138,-0.013129,0.997015,0.006541,0.009632,0.999932,0,2019/1/23 10:02,2019/1/23 10:02
0.725682,0.193023,0.235238,0.006392,0.026853,0.957595,0.006541,0.009813,0.99993,0,2019/1/23 10:02,2019/1/23 10:02
0.809584,-0.125647,0.3223,0.021255,0.009565,0.994311,0.00661,0.009975,0.999928,0,2019/1/23 10:02,2019/1/23 10:02
0.910142,0.055228,0.364743,0.008432,0.012711,1.016414,0.006652,0.010211,0.999926,0,2019/1/23 10:02,2019/1/23 10:02
1.065756,0.19482,0.421107,0.015118,0.02437,1.002565,0.006636,0.010468,0.999923,0,2019/1/23 10:02,2019/1/23 10:02
0.733023,-0.414567,0.532745,0.012897,-0.001521,1.043847,0.006821,0.01065,0.99992,0,2019/1/23 10:02,2019/1/23 10:02
0.449733,-0.07035,0.401468,0.001097,-0.013181,1.00512,0.006842,0.010654,0.99992,0,2019/1/23 10:02,2019/1/23 10:02
0.646908,-0.129226,0.384826,-0.011349,0.024298,0.960055,0.006941,0.01081,0.999918,0,2019/1/23 10:02,2019/1/23 10:02
0.1746,-0.110461,0.319342,0.011469,-0.004736,0.994986,0.006931,0.01067,0.999919,0,2019/1/23 10:02,2019/1/23 10:02
0.284664,0.208159,0.228565,0.010867,0.018096,0.991106,0.006927,0.010716,0.999919,0,2019/1/23 10:02,2019/1/23 10:02
0.099191,0.467169,0.192636,0.007983,0.019657,0.992726,0.006671,0.010451,0.999923,0,2019/1/23 10:02,2019/1/23 10:02
0.184218,0.927662,0.248555,0.0014,0.024837,0.976775,0.006449,0.010467,0.999924,0,2019/1/23 10:02,2019/1/23 10:02
0.344264,0.758457,0.217878,0.012726,0.016864,1.001331,0.006241,0.010477,0.999926,0,2019/1/23 10:02,2019/1/23 10:02
0.625396,0.168788,0.220934,0.007572,0.031071,1.00406,0.006249,0.010627,0.999924,0,2019/1/23 10:02,2019/1/23 10:02
0.65113,0.072604,0.203911,-0.00176,0.003504,0.976639,0.006241,0.010721,0.999923,0,2019/1/23 10:02,2019/1/23 10:02
0.720571,-0.09083,0.13675,0.002659,-0.001981,1.002295,0.006328,0.0109,0.999921,0,2019/1/23 10:02,2019/1/23 10:02
1.109276,-0.148539,-0.049624,0.00897,0.03321,1.005281,0.00642,0.011181,0.999917,0,2019/1/23 10:02,2019/1/23 10:02
0.854065,-0.366629,-0.109986,-0.00375,0.004421,0.978062,0.00659,0.011401,0.999913,0,2019/1/23 10:02,2019/1/23 10:02
0.713085,-0.211318,-0.276321,0.005697,0.017922,1.010178,0.006689,0.011547,0.999911,0,2019/1/23 10:02,2019/1/23 10:02
0.740427,-0.377996,-0.224453,0.001245,0.038805,0.987491,0.006862,0.011733,0.999908,0,2019/1/23 10:02,2019/1/23 10:02
0.670119,-0.075762,-0.29206,0.003293,0.023572,0.983405,0.006913,0.011859,0.999906,0,2019/1/23 10:02,2019/1/23 10:02
0.667609,-0.242492,-0.317439,0.016629,0.036336,1.009393,0.007044,0.012023,0.999903,0,2019/1/23 10:02,2019/1/23 10:02
0.427773,-0.538496,-0.409381,-0.000124,0.023327,1.033868,0.007249,0.012094,0.999901,0,2019/1/23 10:02,2019/1/23 10:02
0.237045,0.020805,-0.511467,0.003478,0.021553,1.020685,0.0073,0.012128,0.9999,0,2019/1/23 10:02,2019/1/23 10:02
-0.024745,-0.051272,-0.527678,0.000807,0.027337,1.02874,0.007336,0.012041,0.999901,0,2019/1/23 10:02,2019/1/23 10:02
-0.237763,-0.33246,-0.591031,0.001439,0.028564,0.991314,0.007494,0.011931,0.999901,0,2019/1/23 10:02,2019/1/23 10:02
-0.100243,0.545841,-0.503119,0.009511,0.040461,0.983226,0.007355,0.011829,0.999903,0,2019/1/23 10:02,2019/1/23 10:02
-0.055357,0.780155,-0.511341,0.024887,0.018507,0.959037,0.007175,0.011774,0.999905,0,2019/1/23 10:02,2019/1/23 10:02
0.77264,1.069208,-0.314882,-0.004827,0.057994,0.980243,0.006899,0.011961,0.999905,0,2019/1/23 10:02,2019/1/23 10:02
1.298782,1.584576,-0.330263,0.027202,0.024198,1.009984,0.006476,0.012317,0.999903,0,2019/1/23 10:02,2019/1/23 10:02
